TAG,TS_EPOCH_MS,VALUE
CHI.BR101.TT101.PV,1749651060000,36.901
CHI.BR101.TT101.PV,1749651120000,36.955
CHI.BR101.TT101.PV,1749651180000,36.951
CHI.BR101.TT101.PV,1749651240000,36.947
CHI.BR101.TT101.PV,1749651300000,36.914
CHI.BR101.TT101.PV,1749651360000,36.898
CHI.BR101.TT101.PV,1749651420000,36.947
CHI.BR101.TT101.PV,1749651480000,36.95
CHI.BR101.TT101.PV,1749651540000,36.898
CHI.BR101.TT101.PV,1749651600000,36.921
CHI.BR101.TT101.PV,1749651660000,36.895
CHI.BR101.TT101.PV,1749651720000,36.936
CHI.BR101.TT101.PV,1749651780000,36.936
CHI.BR101.TT101.PV,1749651840000,36.898
CHI.BR101.TT101.PV,1749651900000,36.919
CHI.BR101.TT101.PV,1749651960000,36.923
CHI.BR101.TT101.PV,1749652020000,36.906
CHI.BR101.TT101.PV,1749652080000,36.942
CHI.BR101.TT101.PV,1749652140000,36.916
CHI.BR101.TT101.PV,1749652200000,36.903
CHI.BR101.TT101.PV,1749652260000,36.923
CHI.BR101.TT101.PV,1749652320000,36.935
CHI.BR101.TT101.PV,1749652380000,36.904
CHI.BR101.TT101.PV,1749652440000,36.911
CHI.BR101.TT101.PV,1749652500000,36.953
CHI.BR101.TT101.PV,1749652560000,36.933
CHI.BR101.TT101.PV,1749652620000,36.921
CHI.BR101.TT101.PV,1749652680000,36.927
CHI.BR101.TT101.PV,1749652740000,36.904
CHI.BR101.TT101.PV,1749652800000,36.912
CHI.BR101.TT101.PV,1749652860000,36.92
CHI.BR101.TT101.PV,1749652920000,36.936
CHI.BR101.TT101.PV,1749652980000,36.916
CHI.BR101.TT101.PV,1749653040000,36.917
CHI.BR101.TT101.PV,1749653100000,36.909
CHI.BR101.TT101.PV,1749653160000,36.944
CHI.BR101.TT101.PV,1749653220000,36.922
CHI.BR101.TT101.PV,1749653280000,36.964
CHI.BR101.TT101.PV,1749653340000,36.963
CHI.BR101.TT101.PV,1749653400000,36.918
CHI.BR101.TT101.PV,1749653460000,36.93
CHI.BR101.TT101.PV,1749653520000,36.958
CHI.BR101.TT101.PV,1749653580000,36.932
CHI.BR101.TT101.PV,1749653640000,36.93
CHI.BR101.TT101.PV,1749653700000,36.98
CHI.BR101.TT101.PV,1749653760000,36.96
CHI.BR101.TT101.PV,1749653820000,36.957
CHI.BR101.TT101.PV,1749653880000,36.978
CHI.BR101.TT101.PV,1749653940000,36.981
CHI.BR101.TT101.PV,1749654000000,36.947
CHI.BR101.TT101.PV,1749654060000,36.943
CHI.BR101.TT101.PV,1749654120000,36.966
CHI.BR101.TT101.PV,1749654180000,36.968
CHI.BR101.TT101.PV,1749654240000,36.973
CHI.BR101.TT101.PV,1749654300000,36.991
CHI.BR101.PH101.PV,1749643500000,7.107
CHI.BR101.PH101.PV,1749643560000,7.119
CHI.BR101.PH101.PV,1749643620000,7.084
CHI.BR101.PH101.PV,1749643680000,7.096
CHI.BR101.PH101.PV,1749643740000,7.094
CHI.BR101.PH101.PV,1749643800000,7.114
CHI.BR101.PH101.PV,1749643860000,7.09
CHI.BR101.PH101.PV,1749643920000,7.088
CHI.BR101.PH101.PV,1749643980000,7.098
CHI.BR101.PH101.PV,1749644040000,7.097
CHI.BR101.PH101.PV,1749644100000,7.091
CHI.BR101.PH101.PV,1749644160000,7.09
CHI.BR101.PH101.PV,1749644220000,7.117
CHI.BR101.PH101.PV,1749644280000,7.098
CHI.BR101.PH101.PV,1749644340000,7.114
CHI.BR101.PH101.PV,1749644400000,7.102
CHI.BR101.PH101.PV,1749644460000,7.082
CHI.BR101.PH101.PV,1749644520000,7.12
CHI.BR101.PH101.PV,1749644580000,7.113
CHI.BR101.PH101.PV,1749644640000,7.119
CHI.BR101.PH101.PV,1749644700000,7.117
CHI.BR101.PH101.PV,1749644760000,7.114
CHI.BR101.PH101.PV,1749644820000,7.087
CHI.BR101.PH101.PV,1749644880000,7.099
CHI.BR101.PH101.PV,1749644940000,7.089
CHI.BR101.PH101.PV,1749645000000,7.096
CHI.BR101.PH101.PV,1749645060000,7.082
CHI.BR101.PH101.PV,1749645120000,7.095
CHI.BR101.PH101.PV,1749645180000,7.119
CHI.BR101.PH101.PV,1749645240000,7.091
CHI.BR101.PH101.PV,1749645300000,7.111
CHI.BR101.PH101.PV,1749645360000,7.098
CHI.BR101.PH101.PV,1749645420000,7.097
CHI.BR101.PH101.PV,1749645480000,7.118
CHI.BR101.PH101.PV,1749645540000,7.12
CHI.BR101.PH101.PV,1749645600000,7.102
CHI.BR101.PH101.PV,1749645660000,7.109
CHI.BR101.PH101.PV,1749645720000,7.086
CHI.BR101.PH101.PV,1749645780000,7.092
CHI.BR101.PH101.PV,1749645840000,7.119
CHI.BR101.PH101.PV,1749645900000,7.103
CHI.BR101.PH101.PV,1749645960000,7.102
CHI.BR101.PH101.PV,1749646020000,7.11
CHI.BR101.PH101.PV,1749646080000,7.082
CHI.BR101.PH101.PV,1749646140000,7.103
CHI.BR101.PH101.PV,1749646200000,7.1
CHI.BR101.PH101.PV,1749646260000,7.114
CHI.BR101.PH101.PV,1749646320000,7.086
CHI.BR101.PH101.PV,1749646380000,7.118
CHI.BR101.PH101.PV,1749646440000,7.083
CHI.BR101.PH101.PV,1749646500000,7.087
CHI.BR101.PH101.PV,1749646560000,7.104
CHI.BR101.PH101.PV,1749646620000,7.107
CHI.BR101.PH101.PV,1749646680000,7.089
CHI.BR101.PH101.PV,1749646740000,7.085
CHI.BR101.PH101.PV,1749646800000,7.116
CHI.BR101.PH101.PV,1749646860000,7.09
CHI.BR101.PH101.PV,1749646920000,7.104
CHI.BR101.PH101.PV,1749646980000,7.105
CHI.BR101.PH101.PV,1749647040000,7.097
CHI.BR101.PH101.PV,1749647100000,7.103
CHI.BR101.PH101.PV,1749647160000,7.101
CHI.BR101.PH101.PV,1749647220000,7.117
CHI.BR101.PH101.PV,1749647280000,7.088
CHI.BR101.PH101.PV,1749647340000,7.109
CHI.BR101.PH101.PV,1749647400000,7.09
CHI.BR101.PH101.PV,1749647460000,7.096
CHI.BR101.PH101.PV,1749647520000,7.107
CHI.BR101.PH101.PV,1749647580000,7.092
CHI.BR101.PH101.PV,1749647640000,7.093
CHI.BR101.PH101.PV,1749647700000,7.11
CHI.BR101.PH101.PV,1749647760000,7.083
CHI.BR101.PH101.PV,1749647820000,7.098
CHI.BR101.PH101.PV,1749647880000,7.12
CHI.BR101.PH101.PV,1749647940000,7.12
CHI.BR101.PH101.PV,1749648000000,7.083
CHI.BR101.PH101.PV,1749648060000,7.089
CHI.BR101.PH101.PV,1749648120000,7.091
CHI.BR101.PH101.PV,1749648180000,7.117
CHI.BR101.PH101.PV,1749648240000,7.115
CHI.BR101.PH101.PV,1749648300000,7.115
CHI.BR101.PH101.PV,1749648360000,7.095
CHI.BR101.PH101.PV,1749648420000,7.086
CHI.BR101.PH101.PV,1749648480000,7.113
CHI.BR101.PH101.PV,1749648540000,7.108
CHI.BR101.PH101.PV,1749648600000,7.104
CHI.BR101.PH101.PV,1749648660000,7.119
CHI.BR101.PH101.PV,1749648720000,7.106
CHI.BR101.PH101.PV,1749648780000,7.08
CHI.BR101.PH101.PV,1749648840000,7.113
CHI.BR101.PH101.PV,1749648900000,7.092
CHI.BR101.PH101.PV,1749648960000,7.107
CHI.BR101.PH101.PV,1749649020000,7.118
CHI.BR101.PH101.PV,1749649080000,7.085
CHI.BR101.PH101.PV,1749649140000,7.085
CHI.BR101.PH101.PV,1749649200000,7.084
CHI.BR101.PH101.PV,1749649260000,7.102
CHI.BR101.PH101.PV,1749649320000,7.091
CHI.BR101.PH101.PV,1749649380000,7.104
CHI.BR101.PH101.PV,1749649440000,7.109
CHI.BR101.PH101.PV,1749649500000,7.088
CHI.BR101.PH101.PV,1749649560000,7.105
CHI.BR101.PH101.PV,1749649620000,7.091
CHI.BR101.PH101.PV,1749649680000,7.1
CHI.BR101.PH101.PV,1749649740000,7.116
CHI.BR101.PH101.PV,1749649800000,7.114
CHI.BR101.PH101.PV,1749649860000,7.084
CHI.BR101.PH101.PV,1749649920000,7.097
CHI.BR101.PH101.PV,1749649980000,7.091
CHI.BR101.PH101.PV,1749650040000,7.08
CHI.BR101.PH101.PV,1749650100000,7.111
CHI.BR101.PH101.PV,1749650160000,7.105
CHI.BR101.PH101.PV,1749650220000,7.09
CHI.BR101.PH101.PV,1749650280000,7.11
CHI.BR101.PH101.PV,1749650340000,7.102
CHI.BR101.PH101.PV,1749650400000,7.097
CHI.BR101.PH101.PV,1749650460000,7.08
CHI.BR101.PH101.PV,1749650520000,7.083
CHI.BR101.PH101.PV,1749650580000,7.115
CHI.BR101.PH101.PV,1749650640000,7.116
CHI.BR101.PH101.PV,1749650700000,7.102
CHI.BR101.PH101.PV,1749650760000,7.113
CHI.BR101.PH101.PV,1749650820000,7.103
CHI.BR101.PH101.PV,1749650880000,7.086
CHI.BR101.PH101.PV,1749650940000,7.085
CHI.BR101.PH101.PV,1749651000000,7.092
CHI.BR101.PH101.PV,1749651060000,7.116
CHI.BR101.PH101.PV,1749651120000,7.112
CHI.BR101.PH101.PV,1749651180000,7.114
CHI.BR101.PH101.PV,1749651240000,7.116
CHI.BR101.PH101.PV,1749651300000,7.088
CHI.BR101.PH101.PV,1749651360000,7.09
CHI.BR101.PH101.PV,1749651420000,7.084
CHI.BR101.PH101.PV,1749651480000,7.111
CHI.BR101.PH101.PV,1749651540000,7.115
CHI.BR101.PH101.PV,1749651600000,7.096
CHI.BR101.PH101.PV,1749651660000,7.105
CHI.BR101.PH101.PV,1749651720000,7.086
CHI.BR101.PH101.PV,1749651780000,7.117
CHI.BR101.PH101.PV,1749651840000,7.115
CHI.BR101.PH101.PV,1749651900000,7.119
CHI.BR101.PH101.PV,1749651960000,7.112
CHI.BR101.PH101.PV,1749652020000,7.115
CHI.BR101.PH101.PV,1749652080000,7.081
CHI.BR101.PH101.PV,1749652140000,7.109
CHI.BR101.PH101.PV,1749652200000,7.093
CHI.BR101.PH101.PV,1749652260000,7.117
CHI.BR101.PH101.PV,1749652320000,7.112
CHI.BR101.PH101.PV,1749652380000,7.115
CHI.BR101.PH101.PV,1749652440000,7.112
CHI.BR101.PH101.PV,1749652500000,7.091
CHI.BR101.PH101.PV,1749652560000,7.111
CHI.BR101.PH101.PV,1749652620000,7.084
CHI.BR101.PH101.PV,1749652680000,7.115
CHI.BR101.PH101.PV,1749652740000,7.114
CHI.BR101.PH101.PV,1749652800000,7.089
CHI.BR101.PH101.PV,1749652860000,7.113
CHI.BR101.PH101.PV,1749652920000,7.098
CHI.BR101.PH101.PV,1749652980000,7.092
CHI.BR101.PH101.PV,1749653040000,7.112
CHI.BR101.PH101.PV,1749653100000,7.089
CHI.BR101.PH101.PV,1749653160000,7.081
CHI.BR101.PH101.PV,1749653220000,7.088
CHI.BR101.PH101.PV,1749653280000,7.093
CHI.BR101.PH101.PV,1749653340000,7.115
CHI.BR101.PH101.PV,1749653400000,7.119
CHI.BR101.PH101.PV,1749653460000,7.091
CHI.BR101.PH101.PV,1749653520000,7.106
CHI.BR101.PH101.PV,1749653580000,7.096
CHI.BR101.PH101.PV,1749653640000,7.119
CHI.BR101.PH101.PV,1749653700000,7.101
CHI.BR101.PH101.PV,1749653760000,7.118
CHI.BR101.PH101.PV,1749653820000,7.085
CHI.BR101.PH101.PV,1749653880000,7.119
CHI.BR101.PH101.PV,1749653940000,7.087
CHI.BR101.PH101.PV,1749654000000,7.119
CHI.BR101.PH101.PV,1749654060000,7.091
CHI.BR101.PH101.PV,1749654120000,7.084
CHI.BR101.PH101.PV,1749654180000,7.097
CHI.BR101.PH101.PV,1749654240000,7.109
CHI.BR101.PH101.PV,1749654300000,7.093
CHI.BR101.AG101.SPD.PV,1749643500000,180.637
CHI.BR101.AG101.SPD.PV,1749643560000,180.069
CHI.BR101.AG101.SPD.PV,1749643620000,179.311
CHI.BR101.AG101.SPD.PV,1749643680000,180.46
CHI.BR101.AG101.SPD.PV,1749643740000,178.528
CHI.BR101.AG101.SPD.PV,1749643800000,181.253
CHI.BR101.AG101.SPD.PV,1749643860000,177.01
CHI.BR101.AG101.SPD.PV,1749643920000,182.553
CHI.BR101.AG101.SPD.PV,1749643980000,180.231
CHI.BR101.AG101.SPD.PV,1749644040000,181.317
CHI.BR101.AG101.SPD.PV,1749644100000,181.452
CHI.BR101.AG101.SPD.PV,1749644160000,181.024
CHI.BR101.AG101.SPD.PV,1749644220000,179.185
CHI.BR101.AG101.SPD.PV,1749644280000,177.42
CHI.BR101.AG101.SPD.PV,1749644340000,180.985
CHI.BR101.AG101.SPD.PV,1749644400000,178.981
CHI.BR101.AG101.SPD.PV,1749644460000,178.883
CHI.BR101.AG101.SPD.PV,1749644520000,182.088
CHI.BR101.AG101.SPD.PV,1749644580000,181.319
CHI.BR101.AG101.SPD.PV,1749644640000,178.802
CHI.BR101.AG101.SPD.PV,1749644700000,178.856
CHI.BR101.AG101.SPD.PV,1749644760000,179.45
CHI.BR101.AG101.SPD.PV,1749644820000,179.414
CHI.BR101.AG101.SPD.PV,1749644880000,178.774
CHI.BR101.AG101.SPD.PV,1749644940000,177.764
CHI.BR101.AG101.SPD.PV,1749645000000,179.523
CHI.BR101.AG101.SPD.PV,1749645060000,182.642
CHI.BR101.AG101.SPD.PV,1749645120000,181.064
CHI.BR101.AG101.SPD.PV,1749645180000,182.417
CHI.BR101.AG101.SPD.PV,1749645240000,180.693
CHI.BR101.AG101.SPD.PV,1749645300000,178.806
CHI.BR101.AG101.SPD.PV,1749645360000,180.288
CHI.BR101.AG101.SPD.PV,1749645420000,177.002
CHI.BR101.AG101.SPD.PV,1749645480000,178.721
CHI.BR101.AG101.SPD.PV,1749645540000,179.579
CHI.BR101.AG101.SPD.PV,1749645600000,180.48
CHI.BR101.AG101.SPD.PV,1749645660000,180.928
CHI.BR101.AG101.SPD.PV,1749645720000,179.79
CHI.BR101.AG101.SPD.PV,1749645780000,179.653
CHI.BR101.AG101.SPD.PV,1749645840000,178.282
CHI.BR101.AG101.SPD.PV,1749645900000,179.839
CHI.BR101.AG101.SPD.PV,1749645960000,182.407
CHI.BR101.AG101.SPD.PV,1749646020000,181.776
CHI.BR101.AG101.SPD.PV,1749646080000,178.018
CHI.BR101.AG101.SPD.PV,1749646140000,177.509
CHI.BR101.AG101.SPD.PV,1749646200000,180.093
CHI.BR101.AG101.SPD.PV,1749646260000,180.798
CHI.BR101.AG101.SPD.PV,1749646320000,179.011
CHI.BR101.AG101.SPD.PV,1749646380000,181.911
CHI.BR101.AG101.SPD.PV,1749646440000,181.507
CHI.BR101.AG101.SPD.PV,1749646500000,181.037
CHI.BR101.AG101.SPD.PV,1749646560000,178.348
CHI.BR101.AG101.SPD.PV,1749646620000,178.195
CHI.BR101.AG101.SPD.PV,1749646680000,177.147
CHI.BR101.AG101.SPD.PV,1749646740000,178.469
CHI.BR101.AG101.SPD.PV,1749646800000,179.851
CHI.BR101.AG101.SPD.PV,1749646860000,182.098
CHI.BR101.AG101.SPD.PV,1749646920000,177.437
CHI.BR101.AG101.SPD.PV,1749646980000,179.487
CHI.BR101.AG101.SPD.PV,1749647040000,180.779
CHI.BR101.AG101.SPD.PV,1749647100000,178.167
CHI.BR101.AG101.SPD.PV,1749647160000,181.178
CHI.BR101.AG101.SPD.PV,1749647220000,179.966
CHI.BR101.AG101.SPD.PV,1749647280000,178.464
CHI.BR101.AG101.SPD.PV,1749647340000,180.936
CHI.BR101.AG101.SPD.PV,1749647400000,177.033
CHI.BR101.AG101.SPD.PV,1749647460000,181.506
CHI.BR101.AG101.SPD.PV,1749647520000,181.62
CHI.BR101.AG101.SPD.PV,1749647580000,177.64
CHI.BR101.AG101.SPD.PV,1749647640000,179.551
CHI.BR101.AG101.SPD.PV,1749647700000,178.055
CHI.BR101.AG101.SPD.PV,1749647760000,182.748
CHI.BR101.AG101.SPD.PV,1749647820000,180.108
CHI.BR101.AG101.SPD.PV,1749647880000,177.301
CHI.BR101.AG101.SPD.PV,1749647940000,178.495
CHI.BR101.AG101.SPD.PV,1749648000000,182.09
CHI.BR101.AG101.SPD.PV,1749648060000,179.739
CHI.BR101.AG101.SPD.PV,1749648120000,181.808
CHI.BR101.AG101.SPD.PV,1749648180000,181.005
CHI.BR101.AG101.SPD.PV,1749648240000,182.927
CHI.BR101.AG101.SPD.PV,1749648300000,180.573
CHI.BR101.AG101.SPD.PV,1749648360000,182.7
CHI.BR101.AG101.SPD.PV,1749648420000,182.349
CHI.BR101.AG101.SPD.PV,1749648480000,180.676
CHI.BR101.AG101.SPD.PV,1749648540000,181.316
CHI.BR101.AG101.SPD.PV,1749648600000,180.029
CHI.BR101.AG101.SPD.PV,1749648660000,181.983
CHI.BR101.AG101.SPD.PV,1749648720000,180.287
CHI.BR101.AG101.SPD.PV,1749648780000,182.383
CHI.BR101.AG101.SPD.PV,1749648840000,181.462
CHI.BR101.AG101.SPD.PV,1749648900000,179.848
CHI.BR101.AG101.SPD.PV,1749648960000,178.555
CHI.BR101.AG101.SPD.PV,1749649020000,178.483
CHI.BR101.AG101.SPD.PV,1749649080000,180.826
CHI.BR101.AG101.SPD.PV,1749649140000,181.595
CHI.BR101.AG101.SPD.PV,1749649200000,180.128
CHI.BR101.AG101.SPD.PV,1749649260000,180.76
CHI.BR101.AG101.SPD.PV,1749649320000,178.648
CHI.BR101.AG101.SPD.PV,1749649380000,177.465
CHI.BR101.AG101.SPD.PV,1749649440000,178.714
CHI.BR101.AG101.SPD.PV,1749649500000,178.63
CHI.BR101.AG101.SPD.PV,1749649560000,178.918
CHI.BR101.AG101.SPD.PV,1749649620000,180.241
CHI.BR101.AG101.SPD.PV,1749649680000,177.83
CHI.BR101.AG101.SPD.PV,1749649740000,178.388
CHI.BR101.AG101.SPD.PV,1749649800000,181.164
CHI.BR101.AG101.SPD.PV,1749649860000,181.239
CHI.BR101.AG101.SPD.PV,1749649920000,177.385
CHI.BR101.AG101.SPD.PV,1749649980000,179.446
CHI.BR101.AG101.SPD.PV,1749650040000,180.256
CHI.BR101.AG101.SPD.PV,1749650100000,179.495
CHI.BR101.AG101.SPD.PV,1749650160000,178.241
CHI.BR101.AG101.SPD.PV,1749650220000,179.521
CHI.BR101.AG101.SPD.PV,1749650280000,182.429
CHI.BR101.AG101.SPD.PV,1749650340000,180.504
CHI.BR101.AG101.SPD.PV,1749650400000,181.173
CHI.BR101.AG101.SPD.PV,1749650460000,182.14
CHI.BR101.AG101.SPD.PV,1749650520000,181.594
CHI.BR101.AG101.SPD.PV,1749650580000,179.282
CHI.BR101.AG101.SPD.PV,1749650640000,177.035
CHI.BR101.AG101.SPD.PV,1749650700000,179.111
CHI.BR101.AG101.SPD.PV,1749650760000,181.521
CHI.BR101.AG101.SPD.PV,1749650820000,182.121
CHI.BR101.AG101.SPD.PV,1749650880000,182.721
CHI.BR101.AG101.SPD.PV,1749650940000,179.514
CHI.BR101.AG101.SPD.PV,1749651000000,181.485
CHI.BR101.AG101.SPD.PV,1749651060000,180.277
CHI.BR101.AG101.SPD.PV,1749651120000,180.62
CHI.BR101.AG101.SPD.PV,1749651180000,178.323
CHI.BR101.AG101.SPD.PV,1749651240000,178.317
CHI.BR101.AG101.SPD.PV,1749651300000,179.615
CHI.BR101.AG101.SPD.PV,1749651360000,177.174
CHI.BR101.AG101.SPD.PV,1749651420000,179.017
CHI.BR101.AG101.SPD.PV,1749651480000,181.075
CHI.BR101.AG101.SPD.PV,1749651540000,179.426
CHI.BR101.AG101.SPD.PV,1749651600000,177.99
CHI.BR101.AG101.SPD.PV,1749651660000,179.804
CHI.BR101.AG101.SPD.PV,1749651720000,177.766
CHI.BR101.AG101.SPD.PV,1749651780000,180.734
CHI.BR101.AG101.SPD.PV,1749651840000,177.162
CHI.BR101.AG101.SPD.PV,1749651900000,179.364
CHI.BR101.AG101.SPD.PV,1749651960000,180.386
CHI.BR101.AG101.SPD.PV,1749652020000,177.163
CHI.BR101.AG101.SPD.PV,1749652080000,180.856
CHI.BR101.AG101.SPD.PV,1749652140000,177.814
CHI.BR101.AG101.SPD.PV,1749652200000,179.77
CHI.BR101.AG101.SPD.PV,1749652260000,177.302
CHI.BR101.AG101.SPD.PV,1749652320000,179.275
CHI.BR101.AG101.SPD.PV,1749652380000,178.27
CHI.BR101.AG101.SPD.PV,1749652440000,178.961
CHI.BR101.AG101.SPD.PV,1749652500000,181.567
CHI.BR101.AG101.SPD.PV,1749652560000,179.275
CHI.BR101.AG101.SPD.PV,1749652620000,181.512
CHI.BR101.AG101.SPD.PV,1749652680000,181.992
CHI.BR101.AG101.SPD.PV,1749652740000,178.514
CHI.BR101.AG101.SPD.PV,1749652800000,177.491
CHI.BR101.AG101.SPD.PV,1749652860000,177.116
CHI.BR101.AG101.SPD.PV,1749652920000,180.237
CHI.BR101.AG101.SPD.PV,1749652980000,182.999
CHI.BR101.AG101.SPD.PV,1749653040000,179.1
CHI.BR101.AG101.SPD.PV,1749653100000,180.901
CHI.BR101.AG101.SPD.PV,1749653160000,181.687
CHI.BR101.AG101.SPD.PV,1749653220000,180.911
CHI.BR101.AG101.SPD.PV,1749653280000,181.525
CHI.BR101.AG101.SPD.PV,1749653340000,182.698
CHI.BR101.AG101.SPD.PV,1749653400000,178.196
CHI.BR101.AG101.SPD.PV,1749653460000,177.122
CHI.BR101.AG101.SPD.PV,1749653520000,177.914
CHI.BR101.AG101.SPD.PV,1749653580000,177.757
